,url,tags
12,https://medium.com/better-marketing/how-to-make-5-000-from-a-single-blog-post-b1e6d69ef298?source=topic_page---------16------------------1,"['Our ', 'Mission', 'Write for ', 'Us', 'Our ', 'Columns', 'Gods of the ', 'Valley, ', 'Sell an e', 'Book on your website for $20. ', 'Link to it in the article. (', 'My friend made $400', 'K from this idea.)', 'Sell a course that gives readers a path to learn more about the main concept of your article.', 'Submit your article to the ', 'Medium ', 'Partner ', 'Program.', 'Ask to be paid from a major publication.', 'Sell coaching services through your website that help people with the same concept you present in your article.', 'Use the audience from your writing to find a few new customers for your side business., ', 'Writing', 'Money', 'Inspiration', 'Life', 'Self ', 'Improvement']"
13,https://medium.com/swlh/the-original-impact-investing-faith-based-funds-factor-tilt-or-marketing-ploy-89416b076d54?source=topic_page---------17------------------1,"['Top ', 'Story', 'Submit, ', 'Impact ', 'Investing', 'Csr', 'Esg', 'Social ', 'Entrepreneurship', 'Investing']"
14,https://medium.com/bloomberg/apple-cards-gender-bias-claims-look-familiar-to-old-school-banks-76a2885e2c51?source=topic_page---------18------------------1,"['Business', 'Tech', 'Politics, ', 'Finance', 'Apple', 'Apple ', 'Card', 'Gender ', 'Bias']"
15,https://medium.com/makingofamillionaire/how-living-sustainably-can-precipitate-financial-independence-7bbca24f07e8?source=topic_page---------19------------------1,"['Featured', 'Logical ', 'Investing ', 'Archives', 'Submit a ', 'Story', 'F', 'R', 'E', 'E ', 'Personal ', 'Finance ', 'Course, ', 'Reducing emissions from personal transport by driving and flying less', 'Reducing the consumption of meat', 'Reducing food waste', 'Insulating homes', 'Purchasing low-emissions vehicles', 'Purchasing ‘micro-generators’ such as domestic solar panels, ', 'Flying and using a car regularly are very expensive forms of transport', 'Meat is typically an expensive source of protein over nuts, grains, seeds and beans', 'You pay for the food you waste', 'Insulating your home properly will reduce your energy costs', 'Low-emission vehicles reduce the costs associated with buying fuel and also save on road tax', 'Purchasing solar panels for your home can reduce your energy bills, ', 'Climate ', 'Change', 'Financial ', 'Independence', 'Financial ', 'Planning', 'Investing', 'Money']"
16,https://medium.com/how-to-live/never-buy-anything-on-sale-d63cd5e4cc75?source=topic_page---------20------------------1,"['Ecommerce', 'Consumerism', 'Life ', 'Lessons', 'Life', 'Self']"
17,https://medium.com/swlh/6-essential-things-you-need-to-know-before-entering-the-next-bitcoin-bull-market-68d10053d4a8?source=topic_page---------22------------------1,"['Top ', 'Story', 'Submit, ', 'Bitcoin', 'Cryptocurrency', 'Bitcoin ', 'News', 'Blockchain', 'Investing']"
18,https://medium.com/honestly-yours/famous-writers-who-were-in-it-for-the-money-206582ef69ac?source=topic_page---------23------------------1,"['Writing ', 'Life ', 'Lessons ', 'Self ', 'Relationships ', 'Sex ', 'Women ', 'Culture, ', 'Books', 'Writing', 'Money', 'Work', 'Women']"
19,https://medium.com/swlh/how-to-get-the-most-from-that-financial-planner-you-just-hired-15c74fc81405?source=topic_page---------24------------------1,"['Top ', 'Story', 'Submit, ', 'Open to feedback (and also open to change, based on that feedback)', 'Willing to take action once you have a strategy in hand', 'Ready to ask questions', 'Interested in learning, ', 'The stuff we know we know', 'The stuff we know we don’t know, ', 'Money', 'Investing', 'Financial ', 'Planning', 'Wealth', 'Millennials']"
20,https://medium.com/swlh/how-long-should-you-hold-onto-tax-records-a4adc2563a58?source=topic_page---------25------------------1,"['Top ', 'Story', 'Submit, ', 'Form ', 'W-2s that show income reporting', 'Form 1099s that show capital gains, income, and dividends', 'Form 1098 if you deduct your mortgage interest', 'Canceled receipts and checks for any charitable contributions you made', 'Records that show any eligible expenses for withdrawals you made from 529 college savings plans and health savings accounts', 'Records that show your contributions to your tax-deductible retirement savings plan. ', 'A traditional ', 'I', 'R', 'A is an example., ', 'Taxes', 'Freelancing', 'Life', 'Finance', 'Money']"
21,https://medium.com/swlh/lifestyle-inflation-more-money-more-problems-93a2090d7f41?source=topic_page---------26------------------1,"['Top ', 'Story', 'Submit, ', 'Money', 'Life', 'Personal ', 'Finance', 'Self ', 'Improvement', 'Life ', 'Lessons']"
22,https://medium.com/swlh/the-4-pillars-of-warren-buffett-when-investing-de715cb4c929?source=topic_page---------27------------------1,"['Top ', 'Story', 'Submit, ', 'Investing', 'Finance', 'Money', 'Investment', 'Warren ', 'Buffett']"
23,https://medium.com/swlh/talking-about-how-much-money-you-earn-isnt-bragging-it-aids-social-mobility-90c96ad7851?source=topic_page---------28------------------1,"['Top ', 'Story', 'Submit, ', 'Finance', 'Economics', 'Society', 'Advice', 'Life ', 'Lessons']"
24,https://medium.com/swlh/five-myths-about-home-ownership-655af69df001?source=topic_page---------29------------------1,"['Top ', 'Story', 'Submit, ', 'Real ', 'Estate', 'Lifestyle', 'Money', 'Home', 'This ', 'Happened ', 'To ', 'Me']"
25,https://medium.com/swlh/seven-essential-tax-deductions-for-self-employed-people-9d773314978c?source=topic_page---------30------------------1,"['Top ', 'Story', 'Submit, ', 'Taxes', 'Freelancing', 'Self', 'Lifestyle', 'Money']"
26,https://medium.com/@jasonjamesweiland/we-sacrificed-our-new-car-for-the-environment-704fb1d4dc2c?source=topic_page---------31------------------1,"['Climate ', 'Change', 'Science', 'Environment', 'Money', 'Family']"
27,https://medium.com/the-motley-fool/how-much-holiday-season-spending-pressure-do-you-feel-the-motley-fool-d0ad08d9ec1e?source=topic_page---------32------------------1,"['Christmas', 'Holiday ', 'Spending', 'Budgeting', 'Holidays', 'Holiday ', 'Shopping']"
28,https://medium.com/@maimislang/if-you-want-to-be-happy-simplify-b0756d24f909?source=topic_page---------35------------------1,"['Money', 'Minimalism', 'Productivity', 'Entrepreneurship', 'Lifestyle']"
29,https://medium.com/s/freakonomicsradio/why-does-tipping-still-exist-cd5b0344ed78?source=topic_page---------36------------------1,"['Tipping', 'Economics', 'Freakonomics ', 'Radio', 'Wages', 'Income']"
30,https://medium.com/the-motley-fool/curbing-these-10-wasteful-habits-could-skyrocket-your-savings-rate-6ab2fe048476?source=topic_page---------37------------------1,"['Food', 'Saving ', 'Money', 'Grocery ', 'Shopping', 'Food ', 'Waste', 'Financial ', 'Planning']"
31,https://medium.com/makingofamillionaire/applying-3-concepts-from-the-automatic-millionaire-686322469c4a?source=topic_page---------38------------------1,"['Featured', 'Logical ', 'Investing ', 'Archives', 'Submit a ', 'Story', 'F', 'R', 'E', 'E ', 'Personal ', 'Finance ', 'Course, ', 'When do you want to retire?', 'When would you like to be out of debt?', 'Do you want to build an emergency fund?, ', 'How much do you need to save to retire by 65?', 'How do you make sure you are out of debt in 5 years?', 'How do you build a 3-month emergency fund over the next two years?, ', 'Money', 'Personal ', 'Finance', 'Life ', 'Lessons', 'Advice', 'Personal ', 'Development']"
32,https://medium.com/swlh/are-you-using-discounts-or-are-discounts-using-you-3c4d503ec708?source=topic_page---------40------------------1,"['Top ', 'Story', 'Submit, ', 'Minimalism', 'Mindfulness', 'Shopping', 'Sustainability', 'Life ', 'Lessons']"
33,https://medium.com/eib-connect/climate-solutions-confucius-and-green-finance-f40f7c1895a9?source=topic_page---------41------------------1,"['Climate ', 'Change', 'Green ', 'Finance', 'Green ', 'Bond', 'Climate ', 'Action', 'Climate ', 'Finance']"
34,https://medium.com/lady-vivra/change-thoughts-get-rich-4c349260ebbd?source=topic_page---------42------------------1,"['About', 'The ', 'Blog, ', 'Self ', 'Improvement', 'Money', 'Entrepreneurship', 'Mindset', 'Wealth']"
35,https://medium.com/@andiariz/how-to-pay-off-debt-fast-even-if-youre-broke-2631f14dbcae?source=topic_page---------45------------------1,"['You either reduce your monthly expenses by living frugally or', 'Increase your income, ', 'Save on groceries — ', 'You can reduce your grocery expenses by half if you buy in bulk. ', 'Stockpile groceries when they’re on sale and skip one grocery shopping every month. ', 'Then, plan your meals around the food you stockpiled., ', 'Cut your subscriptions — ', 'Cut off things like cable and the gym and opt for lower service packages for necessities like cell phones and the internet.', 'Sell your car (if you have) and use cheaper means of transport. ', 'The average vehicle owner spends over $9,000 per year to own and operate their vehicle. ', 'If you use this money to pay down your debt, it will make a huge difference., ', 'Stop credit card spending — ', 'If you can save on your utilities, groceries, transport, and so on, then there is absolutely no need to continue spending on credit., ', 'Re-negotiate your interest rate — if you start paying on time and consistently, your credit card provider will want to keep your business., ', 'Consolidate balances — consolidating your balances can really help you gain control of your debt and pay it off fast. ', 'It’s also the best way to pay off multiple credit cards., ', 'Pay more than the minimum — ', 'If you want to get out of debt fast, you must be willing to make more than minimum payments., ', 'Tackle one balance at a time — ', 'We have two ways to tackle our credit card balances: the ', 'Avalanche and the ', 'Snowball ', 'Method., ', 'Use your skills/talents to make extra money — ', 'Nearly everyone has a talent or skill to monetize, whether it’s writing, cleaning houses, graphic design, or becoming a virtual assistant., ', 'Sell stuff you don’t need — ', 'Check if you have stuff lying around you rarely use or could live without.', 'Get seasonal part-time jobs — ', 'Retailers get busy during the holiday season and are always looking for seasonal workers who can help keep their stores open around the clock. ', 'You can take up part-time jobs to earn extra money., ', 'Debt', 'Pay ', 'Off ', 'Debt ', 'Fast', 'Payoff ', 'Debt ', 'Faster', 'How ', 'To ', 'Pay ', 'Off ', 'Debt', 'Best ', 'Way ', 'To ', 'Pay ', 'Off ', 'Debt']"
36,https://medium.com/swlh/when-is-enough-money-enough-79aa1907753?source=topic_page---------46------------------1,"['Top ', 'Story', 'Submit, ', 'Money', 'Retirement', 'Fire', 'Personal ', 'Finance', 'Entrepreneurship']"
37,https://medium.com/wisecrack/brokering-bricks-the-world-of-lego-investing-66d1a59fc206?source=topic_page---------47------------------1,"['Lego', 'Business', 'Culture', 'Finance', 'Entertainment']"
38,https://medium.com/the-ascent/how-to-talk-about-money-troubles-13a0b028d318?source=topic_page---------48------------------1,"['Top ', 'Stories 🏔️', 'Join ', 'Us ✋, ', 'Money', 'Self', 'Life ', 'Lessons', 'Personal ', 'Development', 'Personal ', 'Growth']"
39,https://medium.com/swlh/the-road-to-health-and-wealth-is-paved-with-micro-choices-94bf8711eed7?source=topic_page---------49------------------1,"['Top ', 'Story', 'Submit, ', 'Money', 'Personal ', 'Development', 'Personal ', 'Finance', 'Health', 'Entrepreneurship']"
40,https://medium.com/swlh/capitalism-medicine-and-medicare-for-all-7cb80fc4c819?source=topic_page---------50------------------1,"['Top ', 'Story', 'Submit, ', 'Healthcare', 'Bernie ', 'Sanders', 'Medicare ', 'For ', 'All', 'Dental ', 'Care', 'Election 2020']"
41,https://medium.com/swlh/how-saying-we-cant-afford-it-is-you-lying-to-your-kids-274a667d7b7f?source=topic_page---------52------------------1,"['Top ', 'Story', 'Submit, ', 'Money', 'Personal ', 'Development', 'Mindset', 'Budget', 'Parenting']"
42,https://medium.com/value-stock-guide/piotroski-f-score-a-quick-way-to-find-great-value-stocks-954abe6c4d32?source=topic_page---------53------------------1,"['About ', 'Value ', 'Stock ', 'Guide ', 'Publication', 'Archives', 'Value ', 'Stock ', 'Guide ', 'Website, ', 'Number of shares outstanding', 'Total assets (to calculate asset turnover ratio and ', 'R', 'O', 'A)', 'Long term debt', 'Current ', 'Assets and ', 'Current ', 'Liabilities (to calculate the current ratio), ', 'Sales', 'Net ', 'Income', 'Gross ', 'Margin %, ', 'Operating ', 'Cash ', 'Flow, 9 ', 'Important ', 'Advice from ', 'Warren ', 'Buffett that will ', 'Make ', 'You a ', 'Complete ', 'Investor', 'Evolution of ', 'Value ', 'Investing: ', 'How it has ', 'Changed ', 'Since the ', 'Days of ', 'Graham', 'What ', 'You ', 'Should ', 'Invest ', 'In: ', 'Good ', 'Companies or ', 'Good ', 'Stocks?, ', 'Investing', 'Value ', 'Investing', 'Stock ', 'Market', 'Stocks', 'Investment']"
43,https://medium.com/swlh/the-end-of-the-year-is-approaching-are-your-taxes-in-order-be7d0112f566?source=topic_page---------54------------------1,"['Top ', 'Story', 'Submit, ', 'For example, perhaps you’re newly retired and living off taxable savings at present. ', 'You haven’t yet dipped into your large retirement ', 'I', 'R', 'A.', 'You aren’t earning anything, and your only income comes from a few dividends, interest, and capital gains. ', 'Your adjusted gross income (', 'A', 'G', 'I) is $20,000.', 'However, you itemize and find you have $30', 'K in deductions', 'Some deductions will carry over and can be used in future years, but many deductions are “use it or lose it”. ', 'If your income is $20', 'K, you can wipe that out with your deduction, but you have $10', 'K in additional deductions that may go to waste.', 'In this example, you can ', 'Roth convert 10', 'K', 'You’ll owe taxes on that ', 'Roth conversion, but those will be wiped out from your extra deductions', 'In this example, you pay no taxes, ', 'For example, you sold ', 'A', 'B', 'C mutual fund and have a $10,000 long-term capital gain. ', 'At this point, you will owe taxes.', 'Earlier this year you bought $30,000 worth of stock in ', 'T', 'H', 'E ', 'N', 'E', 'X', 'T ', 'B', 'I', 'G ', 'T', 'H', 'I', 'N', 'G ', 'Inc. which turned out to ', 'N', 'O', 'T be the next big thing. ', 'It’s now worth $10,000.', 'Sell your loser. ', 'You may sell part or all of it.', 'Perhaps you sold half and realized a loss of $10,000 (($10,000-$30,000)/2)', 'The $10,000 loss zeroes out your $10,000 gain. ', 'You owe no capital gains taxes., ', 'Maximize contributions to your 401', 'K or other employer retirement plan', 'Maximize contributions to your ', 'I', 'R', 'A', 'Do a ', 'Roth conversion', 'Take any ', 'Required ', 'Minimum ', 'Distributions', 'Double-up, or triple-up, charitable contributions', 'Harvest tax losses', 'Confirm your health insurance', 'Maximize contributions to your ', 'H', 'S', 'A', 'Adjust your withholding', 'Maximize your gifting, ', 'Investing', 'Money', 'Personal ', 'Finance', 'Tax ', 'Planning', 'Tax ', 'Deductions']"
44,https://medium.com/the-motley-fool/4-ways-to-pay-for-your-parents-long-term-care-the-motley-fool-36613b1d14d6?source=topic_page---------55------------------1,"['Retirement', 'Retirement ', 'Planning', 'Financial ', 'Planning', 'Finance', 'Money ', 'Management']"
45,https://medium.com/makingofamillionaire/diy-investors-sabotage-their-portfolios-309976dc7129?source=topic_page---------56------------------1,"['Featured', 'Logical ', 'Investing ', 'Archives', 'Submit a ', 'Story', 'F', 'R', 'E', 'E ', 'Personal ', 'Finance ', 'Course, ', 'The average fund in the study returned 7.05% per year', 'Meanwhile, the average investor returned 6.1% per year', 'That is 0.95% (95 basis points) annual difference, ', 'The portfolio returning 7.05% per year would end with $1.525 million', 'The portfolio returning 6.1% per year would end with 1.07 million', 'That is a difference of $457,000, 82% of active fund managers in the ', 'U.', 'S underperformed the ', 'S&amp;', 'P 500 index90% of active fund managers in ', 'Canada underperformed the ', 'T', 'S', 'X index80% of active fund managers in ', 'Europe underperformed the ', 'S&amp;', 'P ', 'Europe 350 index, ', 'Do not read news about what is happening in the stock market on a day to day basis', 'Do not follow blogs that advocate things like market timing or investing in gold', 'Only check your account balances when it’s time to rebalance your portfolio, ', 'Investing', 'Psychology', 'Personal ', 'Finance', 'Life ', 'Lessons', 'Advice']"
46,https://medium.com/swlh/food-stamps-keep-me-from-being-a-starving-artist-3aabe42b6e1c?source=topic_page---------57------------------1,"['Top ', 'Story', 'Submit, ', 'Fold clothes only to watch them unfold in a matter of minutes.', 'Race to finish a shipment only to get slammed with another shipment the next day.', 'Cash out customers only to help them return the items within a week once they realized they really didn’t need those figurines., ', 'Poverty', 'Food ', 'Insecurity', 'Self', 'Money', 'Struggle']"
47,https://medium.com/the-post-grad-survival-guide/money-is-secondary-to-meaning-c94eae6607a5?source=topic_page---------59------------------1,"['Melody ', 'Wilding', 'Coaching ', 'Corner', 'Write ', 'For ', 'Us, ', 'If you want nothing more than to read for the rest of your life, you really don’t need much money; you just need to be able to afford a house, your books, and enough free time to read them all.', 'If you want to be a competitive mountain climber, though, you’re going to need a lot more money to afford all those flights to the ', 'Himalayas. (', 'In that context, becoming an investment banker makes a lot more sense.), ', 'Life ', 'Lessons', 'Lifestyle', 'Life', 'Self', 'Money']"
48,https://medium.com/swlh/using-cash-helps-my-compassion-65dcf16223f0?source=topic_page---------61------------------1,"['Top ', 'Story', 'Submit, 50p could go towards him finding a place to stay for the night.', 'It could get him — potentially — the only warm drink he’d have that day.', 'It could get him something sugary to eat, to give him energy for the rest of the day.', 'It could, even at a symbolic level, show him that someone is responding to him, cares about him, and that he’s not alone in the world., ', 'Self', 'Life', 'This ', 'Happened ', 'To ', 'Me', 'Money', 'Self-awareness']"
49,https://medium.com/swlh/how-do-i-go-from-paycheck-to-paycheck-to-financial-abundance-9d2d57d817f8?source=topic_page---------62------------------1,"['Top ', 'Story', 'Submit, ', 'The dread of being forced to work at a job where ', 'I’m wasting my potential due to the expediency of ‘making a living.’', 'The fear of indulging by spending on what excites me (travelling, food, experiences, etc). ', 'At a certain point, it is necessary to enjoy what we are earning. ', 'It shouldn’t all be about paying bills., ', 'Money is simply a tool of transaction. ', 'Don’t build it up in your mind as a ', 'God.', 'Money as energy. ', 'The more value and energy you give, the more money you will acquire.', 'Money is everywhere. ', 'It does not only belong in the hands of the few who’ve attained it by force or destiny. ', 'They have just figured out how it works.', 'Become comfortable with the idea of money. ', 'Learn the terminology related to money at your own pace, because if you ignore the rules of money, you will never master it., ', 'Do not give your time to people who spend carelessly, who talk negatively about money, or who are afraid to spend the money they do have. ', 'This will make it more difficult for you to shift your mindset from lack to abundance.', 'Determine clearly why you want more money in your life. ', 'If you are not clear, you will be easily dissuaded from the path as soon as you encounter doubt and struggle.', 'Get rid of all debt, and do not get into more debt. ', 'Getting more student loan debt by enrolling in that educational program that you think will help you get a better job is not the solution. ', 'Start earning with the skills and resources you’ve already got.', 'Mingle with other people who have the lifestyle you desire. ', 'The power of influence and the idea of you being a product of the 5 people around you is highly underestimated. ', 'If you don’t have access to these people, start with the books at your local library and the videos on ', 'You', 'Tube — these are all free., ', 'Money', 'Lifestyle', 'Mindset', 'Self ', 'Improvement', 'Self-awareness']"
50,https://medium.com/the-motley-fool/5-proven-ways-to-boost-your-retirement-income-the-motley-fool-f4526b39a3b7?source=topic_page---------63------------------1,"['Investing', 'Retirement', 'Saving', 'Money']"
51,https://medium.com/swlh/10-major-reasons-for-degradation-of-a-familys-financial-situation-b83476720c32?source=topic_page---------65------------------1,"['Top ', 'Story', 'Submit, ', 'Money', 'Frugal', 'Save ', 'Money', 'Frugal ', 'Lifestyle', 'Financial ', 'Independence']"
52,https://medium.com/makingofamillionaire/my-ten-rules-for-investing-2237e24cf39?source=topic_page---------66------------------1,"['Featured', 'Logical ', 'Investing ', 'Archives', 'Submit a ', 'Story', 'F', 'R', 'E', 'E ', 'Personal ', 'Finance ', 'Course, ', 'Stock ', 'Market', 'Investing', 'Money', 'Millennials', 'Finance']"
53,https://medium.com/the-investment-project/how-to-stop-wasting-your-money-f359ed6de598?source=topic_page---------68------------------1,"['Having an exact percentage rule for your savings.', 'Knowing exactly what your savings are for.', 'Creating behaviors that defend you from the worst versions of yourself.', 'Spending more money on things you love, and cutting hard from those that you don’t., ', 'Money', 'Finance', 'Self ', 'Improvement', 'Life', 'Life ', 'Lessons']"
54,https://medium.com/swlh/4-simple-steps-to-take-if-you-ever-want-to-retire-22d714156ab2?source=topic_page---------69------------------1,"['Top ', 'Story', 'Submit, ', 'Money', 'Retirement', 'Budgeting', 'Investing', 'Get ', 'Rich']"
55,https://medium.com/the-gyst/how-are-you-going-to-close-out-this-decade-4a68728d1aac?source=topic_page---------70------------------1,"['Mind, ', 'Make that big financial ask.', 'Invest in the business you’ve been wanting to start.', 'Quit your soul-sucking job and go all in., ', 'Improving your spending and saving habits.', 'Starting a new skill to keep you valuable in the workplace.', 'Diversify your income.', 'Start a side hustle., ', 'Goals', 'Self', 'Productivity', 'Advice', 'Life ', 'Lessons']"
56,https://medium.com/swlh/finance-101-for-20-and-30-somethings-f815ca3f973a?source=topic_page---------71------------------1,"['Top ', 'Story', 'Submit, 1.8% ', 'Annual ', 'Percentage ', 'Yield (', 'A', 'P', 'Y). ', 'In comparison, the ', 'National average is around .1%', 'Interest compounded daily', 'No monthly maintenance fees or minimum opening deposit, 1.82% ', 'A', 'P', 'Y', 'No fees', 'Unlimited transfers allowed (', 'You can move money in and out of your account as much as you want$1 to open, ', 'A new car', 'A downpayment on a house', 'A big trip', 'A wedding, ', 'Age 25: ', 'Have half of your yearly salary in savings (~$35k to $50k)', 'Age 30: ', 'Have the equivalent of your yearly salary in savings (~$80k to $140k)', 'By age 35: ', 'Have twice your annual salary saved (~$160k to $250k), ', 'Money', 'Finance']"
57,https://medium.com/trading-politics/debt-friend-and-foe-174acd9fcdfd?source=topic_page---------73------------------1,"['Finance', 'Money', 'Wealth', 'Wealth ', 'Management', 'Budget']"
58,https://medium.com/pcmag-access/wireless-carriers-make-16-7-billion-a-year-on-your-capped-data-6d9e28b9cd90?source=topic_page---------74------------------1,"['Computing', 'Mobile', 'Tips &amp; ', 'Tricks', 'Consumer ', 'Electronics', 'Internet', 'Future ', 'Tech', 'Technology, ', 'Mobile', 'Money', 'Technology', 'Infographics', 'Personal ', 'Finance']"
59,https://medium.com/swlh/the-psychology-of-apr-and-apy-395350176080?source=topic_page---------75------------------1,"['Top ', 'Story', 'Submit, ', 'Debt', 'Interest ', 'Rates', 'Economy', 'Business', 'Psychology']"
60,https://medium.com/makingofamillionaire/pro-tips-for-reaching-early-financial-independence-19ab3b64640?source=topic_page---------76------------------1,"['Featured', 'Logical ', 'Investing ', 'Archives', 'Submit a ', 'Story', 'F', 'R', 'E', 'E ', 'Personal ', 'Finance ', 'Course, ', 'Impose on yourself a 3% cut on discretionary expenses (you can’t cut your rent or mortgage, but almost all of us can cut down a bit, or more than a bit, on groceries, clothes, and eating out); then, after you’ve gotten used to this slight austerity for three months, rinse and repeat each quarter-year; by the end of a full year you will have reduced your discretionary expenses by 11%. ', 'If you’re able to keep doing it for another three years, you will have reduced it by over 38%! ', 'Say your discretionary expenses start out at $15,000/year, at the more achievable 11% reduction, you’ll have freed up $1650 for savings. ', 'Assuming a plausible 7% return on investment, 30 years later you’ll have accumulated over $167,000!', 'The next tip is advice ', 'I’ve given my kids, which has helped them set aside far more than the overwhelming majority of their ', 'Millennial peers. ', 'Each time you get a raise or bonus, immediately set aside half for savings; let yourself enjoy the other half so you don’t feel deprived and can keep doing it. ', 'This makes sure you’re not expanding your spending at the full rate your income increases. ', 'Over time, you will find that your savings rate builds up impressively. ', 'Let’s say you get an average annual raise of 5% and use half of it to increase your savings each year. ', 'Thirty years later, your savings will be more than double your initial annual income, and more than 50% of your ending annual income!', 'Once you pay off a loan, whether a car loan, a credit card balance, or a student loan, keep making the same payments into your savings or investment account. ', 'Since you weren’t spending that money anyway, saving it will be painless. ', 'If you have a five-year auto loan of $20,000 at 3% interest, your payments would be $359. ', 'Once you pay off the loan, investing the same $359/month for another five years with the above-mentioned 7% annual return will accumulate over $25,700. ', 'Keep at it for 30 years, and you’ll have nearly $438,000 set aside!, ', 'Money', 'Personal ', 'Finance', 'Fire', 'Retirement']"
61,https://medium.com/swlh/time-to-buy-the-dip-on-etsy-477ee14cbd4b?source=topic_page---------77------------------1,"['Top ', 'Story', 'Submit, $198 million in revenue, up 31.6% ', 'Yo', 'Y (28% discluding acquisition of ', 'Reverb)2.59 million active sellers, up 27% ', 'Yo', 'Y44.8 million active buyers, up 20.7% ', 'Yo', 'Y', 'Gross margin of 65.2%, down 360 bps', 'Net income of $14.8 million, down 25.6% ', 'Yo', 'Y, $179 — $187 million in ', 'Adjusted ', 'E', 'B', 'I', 'T', 'D', 'A34–35% revenue growth (including ', 'Reverb acquisition), ', 'Investing', 'Stock ', 'Market', 'Money', 'Business', 'Finance']"
